date,retweets,favorites,label,text,clean_text
05/08/19 3:05,0,1,2,"All I mean is that these are not random acts that can't be curtailed by any means short of repealing the 2A. Also, it pisses me off to no end that the conversation in media revolves around scary military style weapons, even though handguns are used in over 90% of gun deaths.","['mean', 'not', 'random', 'acts', 'cant', 'curtailed', 'means', 'short', 'repealing', '2a', 'also', 'pisses', 'no', 'end', 'conversation', 'media', 'revolves', 'around', 'scary', 'military', 'style', 'weapons', 'even', 'though', 'handguns', 'used', '90', 'gun', 'deaths']"
05/08/19 3:25,0,2,1,"So 1st, unless it has a burst or full auto selection, it's not a ""weapon of war."" 2nd, I suggest you look into US vs Miller as the SCOTUS has flat out stated that the *ONLY* weapons protected by the 2A are weapons with a military purpose.","['1st', 'unless', 'burst', 'full', 'auto', 'selection', 'not', 'weapon', 'war', '2nd', 'suggest', 'look', 'us', 'vs', 'miller', 'scotus', 'flat', 'stated', 'weapons', 'protected', '2a', 'weapons', 'military', 'purpose']"
05/08/19 4:44,0,0,2,"Yay it's about time,'Enough is enough': Cloudfare terminates 8chan, an online meeting place for 'extremist hate' https://www.yahoo.com/newsroom/vibes/us-news/v-ecd5e8af-dc90-3332-9efb-d522bf6b8dfa_c-c34088a3-9ac6-355b-9a53-41e4f4c3dad1_a-3e9562f7-623d-328f-8651-c1939b649bb8 Õ_Õ__","['yay', 'timeenough', 'enough', 'cloudfare', 'terminates', '8chan', 'online', 'meeting', 'place', 'extremist', 'hate']"
05/08/19 5:21,0,0,3,RT please #ElPaso #elpasotx #ElPasoShootingpic.twitter.com/2RLyIBvaJS,"['rt', 'please', 'elpaso', 'elpasotx', 'elpasoshootingpictwittercom2rlyibvajs']"
05/08/19 0:23,0,1,3,"8chan no more involved in shootings than Fox, Drudge or Conservative Treehouse. It's a message board, not a mob with their faces covered & carrying clubs, marching down the street. They acclaim non-violence on top of their title page. What individuals do is their own choice. https://twitter.com/LisaMei62/status/1158143559150837760 Õ_Õ__","['8chan', 'no', 'involved', 'shootings', 'fox', 'drudge', 'conservative', 'treehouse', 'message', 'board', 'not', 'mob', 'faces', 'covered', 'carrying', 'clubs', 'marching', 'street', 'acclaim', 'nonviolence', 'top', 'title', 'page', 'individuals', 'choice']"
05/08/19 1:27,0,1,3,"No, you're not alone in that thought.","['no', 'youre', 'not', 'alone', 'thought']"
03/08/19 21:35,0,0,3,Real question. Is there anyone who IS NOT tired of this?! #ENOUGH #ElPaso https://amp.cnn.com/cnn/2019/08/03/us/el-paso-shooting/index.html Õ_Õ__,"['real', 'question', 'anyone', 'not', 'tired', 'enough', 'elpaso']"
03/08/19 22:58,0,0,2,ExëÔëACTëÔëly! Think of them like a politician's press release. BOTH #Propaganda. Guns DO kill people. By willful ignorance and INACTION. #ElPasoMASSACRE #GunControlNow,"['exactly', 'think', 'like', 'politicians', 'press', 'release', 'propaganda', 'guns', 'kill', 'people', 'willful', 'ignorance', 'inaction', 'elpasomassacre', 'guncontrolnow']"
05/08/19 1:37,0,9,3,1) 8 chan has always been a cesspool of insane (far left and right) nutjobs 2) which 8chan are they talking about?,"['1', '8', 'chan', 'always', 'cesspool', 'insane', 'far', 'left', 'right', 'nutjobs', '2', '8chan', 'talking']"
03/08/19 21:52,2,4,3,The #ElPaso shooter is basically trump: Pro NRA Pro trump Pro Republican Pro right wing conspiracy theories Pro segregation Pro white nationalism Anti immigrant Anti Democrat Anti Mainstream News trump and his republicans are complicit in today's mass murder.,"['elpaso', 'shooter', 'basically', 'trump', 'pro', 'nra', 'pro', 'trump', 'pro', 'republican', 'pro', 'right', 'wing', 'conspiracy', 'theories', 'pro', 'segregation', 'pro', 'white', 'nationalism', 'anti', 'immigrant', 'anti', 'democrat', 'anti', 'mainstream', 'news', 'trump', 'republicans', 'complicit', 'todays', 'mass', 'murder']"
05/08/19 12:49,0,0,3,"8chan has become an increasingly popular echo chamber for hate, hotbed for radicalization and go-to site for mass killers who dream of infamy. https://www.huffpost.com/entry/what-to-know-about-8chan-the-extremist-forum-where-mass-killers-find-an-audience_n_5d476ff5e4b0acb57fce642b?ncid=engmodushpmg00000004 Õ_Õ__ via @HuffPost","['8chan', 'become', 'increasingly', 'popular', 'echo', 'chamber', 'hate', 'hotbed', 'radicalization', 'goto', 'site', 'mass', 'killers', 'dream', 'infamy', 'via', 'huffpost']"
05/08/19 0:49,1,4,2,Move your feet! #GunControlNow #GunViolencehttps://twitter.com/GregHale1/status/1158076400966017024 Õ_Õ__,"['move', 'feet', 'guncontrolnow', 'gunviolence']"
03/08/19 21:55,0,0,3,"I offer thoughts and prayers to the victims and families of the #ElPaso Walmart shooting. In part, because i am not in the position to effect change. To those who are, those in Washington, yes offer prayers but combine it with ACTION. #massshooting should not be apart of life.","['offer', 'thoughts', 'prayers', 'victims', 'families', 'elpaso', 'walmart', 'shooting', 'part', 'not', 'position', 'effect', 'change', 'washington', 'yes', 'offer', 'prayers', 'combine', 'action', 'massshooting', 'not', 'apart', 'life']"
05/08/19 13:43,0,1,2,RiseUp #RESISTERS #RiseUp #StopGunViolence #VoteOutGOP #NRABloodMoney #NRAIsATerroristOrganization #IBlameTheGOP #VoteThemOut #VoteBlueToSaveAmerica #VoteBlueNoMatterWho2020,"['riseup', 'resisters', 'riseup', 'stopgunviolence', 'voteoutgop', 'nrabloodmoney', 'nraisaterroristorganization', 'iblamethegop', 'votethemout', 'votebluetosaveamerica', 'votebluenomatterwho2020']"
03/08/19 19:25,0,1,2,#GunReform is desperately needed in our country to stop these gun violences. https://twitter.com/CharisHamilton8/status/1157731561577619456 Õ_Õ__,"['gunreform', 'desperately', 'needed', 'country', 'stop', 'gun', 'violences']"
03/08/19 20:46,0,0,2,This is America. #ElPaso #GilroyGarlicFestival #GunControlNow,"['america', 'elpaso', 'gilroygarlicfestival', 'guncontrolnow']"
05/08/19 5:20,3,8,2,"Of course they don't ..they are part of the problem, destroyed our towns and cities by decimating small businesses now they destroy our towns and cities by selling the bullets and the guns that destroy our country. @Walmart #ElPaso","['course', 'dont', 'part', 'problem', 'destroyed', 'towns', 'cities', 'decimating', 'small', 'businesses', 'destroy', 'towns', 'cities', 'selling', 'bullets', 'guns', 'destroy', 'country', 'walmart', 'elpaso']"
05/08/19 10:20,0,0,2,"I just delivered this letter from Kathryn in Carson City, Nev. to @MarkAmodeiNV2 #NVpols #NVpolitics #GunControlNow pic.twitter.com/WgShXRuFQt","['delivered', 'letter', 'kathryn', 'carson', 'city', 'nev', 'markamodeinv2', 'nvpols', 'nvpolitics', 'guncontrolnow', 'pictwittercomwgshxrufqt']"
03/08/19 21:43,2,3,2,Today's shooting in El Paso may have something to do with attitudes toward gun ownership in the US. #GunControl #GunSense #GunControlNow #AssaultWeaponsBan #ImpeachTrump #GOP #VoteThemOut #ImpeachTrump #TrumpLies #Resist #Resign #UniteBlue #ImpeachDonaldTrump #PutinPuppetpic.twitter.com/edsRhtnFSN,"['todays', 'shooting', 'el', 'paso', 'may', 'something', 'attitudes', 'toward', 'gun', 'ownership', 'us', 'guncontrol', 'gunsense', 'guncontrolnow', 'assaultweaponsban', 'impeachtrump', 'gop', 'votethemout', 'impeachtrump', 'trumplies', 'resist', 'resign', 'uniteblue', 'impeachdonaldtrump', 'putinpuppetpictwittercomedsrhtnfsn']"
05/08/19 0:29,0,0,3,"First, my thoughts go to the victims of both mass shootings in both #ElPaso and #Dayton. I'm very appalled at what's going on. It's why I'm never on Twitter these days. It's why I can never express myself. It's horrible that three years ago I'm happy and then three years later...","['first', 'thoughts', 'go', 'victims', 'mass', 'shootings', 'elpaso', 'dayton', 'im', 'appalled', 'whats', 'going', 'im', 'never', 'twitter', 'days', 'never', 'express', 'horrible', 'three', 'years', 'ago', 'im', 'happy', 'three', 'years', 'later']"
03/08/19 21:23,0,0,3,Shut down 4chan and 8chan and have Hiroyuki Nishimura put on trial along with all the other administrators.,"['shut', '4chan', '8chan', 'hiroyuki', 'nishimura', 'put', 'trial', 'along', 'administrators']"
03/08/19 23:04,0,0,3,"A white supremacists again killed 19 in Mass shooting in #walmart but still Muslims are terrorist, #ElPaso","['white', 'supremacists', 'killed', '19', 'mass', 'shooting', 'walmart', 'still', 'muslims', 'terrorist', 'elpaso']"
03/08/19 21:03,0,1,2,#voteblue and #gunsense is the only path forward,"['voteblue', 'gunsense', 'path', 'forward']"
05/08/19 2:10,1,1,3,Õ_Õ_Õ_we are terminating 8chan as a customer effective at midnight tonight Pacific Time. The rationale is simple: they have proven themselves to be lawless and that lawlessness has caused multiple tragic deaths.' https://twitter.com/drewharwell/status/1158197708802445312 Õ_Õ__,"['we', 'terminating', '8chan', 'customer', 'effective', 'midnight', 'tonight', 'pacific', 'time', 'rationale', 'simple', 'proven', 'lawless', 'lawlessness', 'caused', 'multiple', 'tragic', 'deaths']"
05/08/19 6:14,0,0,2,. @realDonaldTrump Those with severe mental health issues should not be cleared to own guns or hold large amounts of ammunition You Gun Law processes need to reflect this surely But of course the NRA hold all the weapons #GunControl #NRAbullies,"['realdonaldtrump', 'severe', 'mental', 'health', 'issues', 'not', 'cleared', 'guns', 'hold', 'large', 'amounts', 'ammunition', 'gun', 'law', 'processes', 'need', 'reflect', 'surely', 'course', 'nra', 'hold', 'weapons', 'guncontrol', 'nrabullies']"
05/08/19 3:14,0,0,2,Everybody be safe where ever you go.. crazy stuff going on in this world.. #StopGunViolence,"['everybody', 'safe', 'ever', 'go', 'crazy', 'stuff', 'going', 'world', 'stopgunviolence']"
03/08/19 20:26,1,2,2,Please just go back and play golf you could cares less about all this mass murders and shootings. #EnoughIsEnough #GunControlNow #gunreformnow,"['please', 'go', 'back', 'play', 'golf', 'could', 'cares', 'less', 'mass', 'murders', 'shootings', 'enoughisenough', 'guncontrolnow', 'gunreformnow']"
03/08/19 20:28,0,3,3,Hey #MAGA. This El Paso Walmart Shooting? It was probably a white guy. #ElPaso #ElPasoShooting #massshooting #walmartshooting #MSNBC,"['hey', 'maga', 'el', 'paso', 'walmart', 'shooting', 'probably', 'white', 'guy', 'elpaso', 'elpasoshooting', 'massshooting', 'walmartshooting', 'msnbc']"
03/08/19 19:00,0,4,2,Did a good guy with a gun stop the bad guy with a gun this time? Or is that argument out of the window #ElPaso,"['good', 'guy', 'gun', 'stop', 'bad', 'guy', 'gun', 'time', 'argument', 'window', 'elpaso']"
03/08/19 21:05,0,0,1,Its AK47 which is banned. This is what #GunControlNow lobby wants. Pour illegal weapons into illegal market after banning guns !!,"['ak47', 'banned', 'guncontrolnow', 'lobby', 'wants', 'pour', 'illegal', 'weapons', 'illegal', 'market', 'banning', 'guns']"
03/08/19 15:42,2,4,3,"Starr Andrews: 3T-3T-2T, 3F, 1Lo, 3Flutz<-2T, 3Lo<(step out), 3S<-2A<, 2A, 94.05, 147.96 into 1st","['starr', 'andrews', '3t3t2t', '3f', '1lo', '3flutz2t', '3lostep', '3s2a', '2a', '9405', '14796', '1st']"
03/08/19 18:53,2,3,3,Our prayers to all at #ElPaso #TX and specially all #Mexican & #Mexican descent community.,"['prayers', 'elpaso', 'tx', 'specially', 'mexican', 'mexican', 'descent', 'community']"
05/08/19 13:32,0,0,2,#Trump would have to have a soul and not be a sociopath so not gonna happen. #GunControlNow #massshootingshttps://twitter.com/BillKristol/status/1158367937692098567 Õ_Õ__,"['trump', 'would', 'soul', 'not', 'sociopath', 'not', 'gonna', 'happen', 'guncontrolnow', 'massshootings']"
05/08/19 2:58,0,2,3,8chan was taken down,"['8chan', 'taken']"
05/08/19 1:30,0,0,3,8chan is an inbred white nationalist breeding ground. Throw the whole thing away. https://twitter.com/nytimes/status/1158082694762434561 Õ_Õ__,"['8chan', 'inbred', 'white', 'nationalist', 'breeding', 'ground', 'throw', 'whole', 'thing', 'away']"
03/08/19 22:06,0,0,3,So explain me why? There's the other guy who said that this Manifesto was posted together with his mugshot on an 8chan thread but I haven't found it yet and he's not posted the thread himself yet,"['explain', 'theres', 'guy', 'said', 'manifesto', 'posted', 'together', 'mugshot', '8chan', 'thread', 'havent', 'found', 'yet', 'hes', 'not', 'posted', 'thread', 'yet']"
05/08/19 8:38,3,18,2,"1. Mental illness exists all over the world. Violent mass shootings of this kind exist mainly just in the US. 2. The mentally ill are not all violent, dangerous criminals. Most need to be cared for, not feared. #guncontrolnow","['1', 'mental', 'illness', 'exists', 'world', 'violent', 'mass', 'shootings', 'kind', 'exist', 'mainly', 'us', '2', 'mentally', 'ill', 'not', 'violent', 'dangerous', 'criminals', 'need', 'cared', 'not', 'feared', 'guncontrolnow']"
05/08/19 2:12,0,0,2,I was just talking about this exact thing. We need to VOTE OUT every last politician who won't support #GunControlNow Register to vote: https://www.usa.gov/register-to-vote Õ_Õ__,"['talking', 'exact', 'thing', 'need', 'vote', 'every', 'last', 'politician', 'wont', 'support', 'guncontrolnow', 'register', 'vote']"
05/08/19 11:00,0,0,3,"After more racist shootings, take one guess which registrar 8chan just switched to - https://www.igoldrush.com/newsfeed/ig228852 Õ_Õ__","['racist', 'shootings', 'take', 'one', 'guess', 'registrar', '8chan', 'switched']"
03/08/19 23:47,0,0,3,@realDonaldTrump should be put in jail the first chance democrats get to after winning. HeÕ_Õ_ë_s a big factor in this massacre in #ElPaso shooting where 20 innocent lives lost because of hatred invoking,"['realdonaldtrump', 'put', 'jail', 'first', 'chance', 'democrats', 'get', 'winning', 'hes', 'big', 'factor', 'massacre', 'elpaso', 'shooting', '20', 'innocent', 'lives', 'lost', 'hatred', 'invoking']"
05/08/19 11:49,2,1,3,"HEARTBREAKING: 25-year-old Jordan Anchondo, a mother of three, was shopping for back-to-school supplies for her kids when she was shot to death in #ElPaso. Doctors believe she died while shielding her 2-month-old son from gunfire. #ElPasoShooting http://bit.ly/2Ki8l0w","['heartbreaking', '25yearold', 'jordan', 'anchondo', 'mother', 'three', 'shopping', 'backtoschool', 'supplies', 'kids', 'shot', 'death', 'elpaso', 'doctors', 'believe', 'died', 'shielding', '2monthold', 'son', 'gunfire', 'elpasoshooting']"
05/08/19 2:26,0,0,3,This. And IÕ_Õ_ë_m pro 8chan getting the boot,"['im', 'pro', '8chan', 'getting', 'boot']"
03/08/19 19:42,1,4,2,"Õ_Õ_ÕÎIf more guns made us safer, we'd be the safest country on earth.Õ_Õ_ë - @PeteButtigieg Very true #massshooting #ElPaso #ThisIsNotNormal","['if', 'guns', 'made', 'us', 'safer', 'wed', 'safest', 'country', 'earth', 'petebuttigieg', 'true', 'massshooting', 'elpaso', 'thisisnotnormal']"
05/08/19 4:22,0,1,1,So more strict gun laws then the doesn't make thinks better. That nice to know! So applying #GunControl to South side of Chicago is pointless because it's basically like a 3rd world country.,"['strict', 'gun', 'laws', 'doesnt', 'make', 'thinks', 'better', 'nice', 'know', 'applying', 'guncontrol', 'south', 'side', 'chicago', 'pointless', 'basically', 'like', '3rd', 'world', 'country']"
05/08/19 0:04,0,2,2,"As a #NorthCarolina resident, let me just say to you we need #GunControlNow to combat #GunViolence committed by people identifying with #WhiteNationalistTerrorism at the encouragement of the #RacistInChief. So fix it.","['northcarolina', 'resident', 'let', 'say', 'need', 'guncontrolnow', 'combat', 'gunviolence', 'committed', 'people', 'identifying', 'whitenationalistterrorism', 'encouragement', 'racistinchief', 'fix']"
05/08/19 5:09,23,28,1,"The Democrats quandary is mass shootings fits their anti-2A agenda BUT gun the violence in Dem. governed cities with strict gun laws exposes their incompetence in keeping residents safe & since itÕ_Õ_ë_s mostly black lives, it proves that black lives really donÕ_Õ_ë_t matter to Democrats.","['democrats', 'quandary', 'mass', 'shootings', 'fits', 'anti2a', 'agenda', 'gun', 'violence', 'dem', 'governed', 'cities', 'strict', 'gun', 'laws', 'exposes', 'incompetence', 'keeping', 'residents', 'safe', 'since', 'its', 'black', 'lives', 'proves', 'black', 'lives', 'really', 'dont', 'matter', 'democrats']"
05/08/19 11:54,0,0,2,"#Trump is complicit in these mass shootings and bears direct responsibility because he spews and supports #hatred, #bigotry, and #prejudice. #massshootings #GunControlNow #gunreformnow #StopGunViolence #StopHate #EnoughIsEnough #EndGunViolence","['trump', 'complicit', 'mass', 'shootings', 'bears', 'direct', 'responsibility', 'spews', 'supports', 'hatred', 'bigotry', 'prejudice', 'massshootings', 'guncontrolnow', 'gunreformnow', 'stopgunviolence', 'stophate', 'enoughisenough', 'endgunviolence']"
03/08/19 20:21,0,0,1,"People who commit violent crime and plan to take lives donÕ_Õ_ë_t care about laws. TheyÕ_Õ_ë_re gonna get a gun however they need to on the black market or by stealing one. If more people 2a carried, wed all be safer.","['people', 'commit', 'violent', 'crime', 'plan', 'take', 'lives', 'dont', 'care', 'laws', 'theyre', 'gonna', 'get', 'gun', 'however', 'need', 'black', 'market', 'stealing', 'one', 'people', '2a', 'carried', 'wed', 'safer']"
05/08/19 2:53,10,12,2,@ucdavis researchers are studying the causes & impacts of #GunViolence & how to curb this national health epidemic. Support their work! Donate here: https://health.ucdavis.edu/vprp/giving/index.html Õ_Õ__ #EndGunViolence #TakeAction #gilroyshooting #ElPasoTerroristAttack #SandyHook #GunControlNow #ThisIsOurLane,"['ucdavis', 'researchers', 'studying', 'causes', 'impacts', 'gunviolence', 'curb', 'national', 'health', 'epidemic', 'support', 'work', 'donate', 'endgunviolence', 'takeaction', 'gilroyshooting', 'elpasoterroristattack', 'sandyhook', 'guncontrolnow', 'thisisourlane']"
03/08/19 22:26,0,0,2,Hey Trump what do you think about what happened in #ElPaso? Or thatÕ_Õ_ë_s right youÕ_Õ_ë_re jumping for joy & giving him a pat on the back for being a terrorist. #GunControlNow #EndGunViolence,"['hey', 'trump', 'think', 'happened', 'elpaso', 'thats', 'right', 'youre', 'jumping', 'joy', 'giving', 'pat', 'back', 'terrorist', 'guncontrolnow', 'endgunviolence']"
03/08/19 22:47,0,2,2,#walmartshooting another act of domestic white supremacist terrorism. #guncontrolnow #GunReformNow mvmnts need to be more specific: weÕ_Õ_ë_re behind on a plan for disarming white supremacist terrorists. #ElPasoTerroristAttackhttps://twitter.com/crimethinc/status/1157743867879464960 Õ_Õ__,"['walmartshooting', 'another', 'act', 'domestic', 'white', 'supremacist', 'terrorism', 'guncontrolnow', 'gunreformnow', 'mvmnts', 'need', 'specific', 'were', 'behind', 'plan', 'disarming', 'white', 'supremacist', 'terrorists', 'elpasoterroristattack']"
05/08/19 12:06,0,0,3,"Nations must work together to stop lone wolf attackers, says Jens Stoltenberg. #massshootings #ElPasoTerroristAttack #GunControl https://www.asiavillenews.com/article/lone-wolf-attackers-inspire-one-another-nato-chief-11031 Õ_Õ__","['nations', 'must', 'work', 'together', 'stop', 'lone', 'wolf', 'attackers', 'says', 'jens', 'stoltenberg', 'massshootings', 'elpasoterroristattack', 'guncontrol']"
03/08/19 21:18,3,2,2,"18 people are confirmed Dead in the #ElPasoShooting 18, 18 Dead. Let that sink in 18 DEAD And yet the 21yr old White male lives. The 21yr old White male will wake up tomorrow. 18 CONFIRMED DEAD. #NeverAgain #GunControlNow","['18', 'people', 'confirmed', 'dead', 'elpasoshooting', '18', '18', 'dead', 'let', 'sink', '18', 'dead', 'yet', '21yr', 'old', 'white', 'male', 'lives', '21yr', 'old', 'white', 'male', 'wake', 'tomorrow', '18', 'confirmed', 'dead', 'neveragain', 'guncontrolnow']"
03/08/19 20:33,1,5,1,"Just heard some analysis on tv... ""Imagine you're in an open carry state. Sitting in the outside area of cafe. Someone gets out of car with assault rifle slung over shoulder and starts walking towards the restaurant."" Scary scenario What would you do? #activeshooter #ElPaso","['heard', 'analysis', 'tv', 'imagine', 'youre', 'open', 'carry', 'state', 'sitting', 'outside', 'area', 'cafe', 'someone', 'gets', 'car', 'assault', 'rifle', 'slung', 'shoulder', 'starts', 'walking', 'towards', 'restaurant', 'scary', 'scenario', 'would', 'activeshooter', 'elpaso']"
05/08/19 8:39,0,4,2,Pro 2A people swear they would rather die than give up arms. Vast majority of them never fired a gun towards another person who. Was actually firing back.,"['pro', '2a', 'people', 'swear', 'would', 'rather', 'die', 'give', 'arms', 'vast', 'majority', 'never', 'fired', 'gun', 'towards', 'another', 'person', 'actually', 'firing', 'back']"
03/08/19 22:48,0,0,3,"In custody- how many active shooters caught with weapon, killing people are confronted by police and come out alive ---- it's a miracle. Or maybe, it's something else. #ElPaso https://twitter.com/TexasTribune/status/1157783031257686018 Õ_Õ__","['custody', 'many', 'active', 'shooters', 'caught', 'weapon', 'killing', 'people', 'confronted', 'police', 'come', 'alive', 'miracle', 'maybe', 'something', 'else', 'elpaso']"
03/08/19 23:08,0,0,2,"We are tired of Americans being murdered in schools, churches, malls, festivals, etc. It's time for the ""pro-life"" GOP and our Russian-installed ""president"" to get off their butts and do something about it! El Paso #GunControlNow #massshooting #elpasostrong #walmartshooting","['tired', 'americans', 'murdered', 'schools', 'churches', 'malls', 'festivals', 'etc', 'time', 'prolife', 'gop', 'russianinstalled', 'president', 'get', 'butts', 'something', 'el', 'paso', 'guncontrolnow', 'massshooting', 'elpasostrong', 'walmartshooting']"
05/08/19 7:08,0,1,2,"Right-wingers and conservatives bring up the tired old hashed out argument about how the 2A and guns rights ""protects us from tyranny"". Yet it's those same ""feelings before facts"" arguments that easily fall apart when you apply the slightest bit of logic to it. People's chances","['rightwingers', 'conservatives', 'bring', 'tired', 'old', 'hashed', 'argument', '2a', 'guns', 'rights', 'protects', 'us', 'tyranny', 'yet', 'feelings', 'facts', 'arguments', 'easily', 'fall', 'apart', 'apply', 'slightest', 'bit', 'logic', 'peoples', 'chances']"
03/08/19 20:54,0,0,2,"ThatÕ_Õ_ë_s it. IÕ_Õ_ë_m tired of worrying, give us gun control NOW! #GunControlNow","['thats', 'im', 'tired', 'worrying', 'give', 'us', 'gun', 'control', 'guncontrolnow']"
03/08/19 23:27,347,573,3,Ali Alexander explains the warming cold civil war and his #ElPaso comments https://www.pscp.tv/w/cBYP4TU5MDExMHwxT2RLcnZ6eXZET0tYvjVNHKz7qYG5Kf--ZwLIgwDVc1YcFm8YmRbBZ1o-Cns= Õ_Õ__,"['ali', 'alexander', 'explains', 'warming', 'cold', 'civil', 'war', 'elpaso', 'comments']"
03/08/19 20:34,1,7,3,The El Paso shooting at the Walmart hit waaaay too close to home for me. IÕ_Õ_ë_m glad my family is okay but my heart is broken for the people not going back to their families today. Something has to change. #ElPaso,"['el', 'paso', 'shooting', 'walmart', 'hit', 'waaaay', 'close', 'home', 'im', 'glad', 'family', 'okay', 'heart', 'broken', 'people', 'not', 'going', 'back', 'families', 'today', 'something', 'change', 'elpaso']"
03/08/19 1:45,0,1,2,TY @ChrisMurphyCT for inspiring #GSU2019 words and your 15 hour post #pulse #gunsense filibuster. YouÕ_Õ_ë_re right. 2020 will be a fulcrum of our social change movement. Getting rid of 18 @SenateGOP @HouseGOP @NRA A-rated lapdogs in 2016 is a good start! @MomsDemand has your back!pic.twitter.com/SBaoGjbTpx,"['ty', 'chrismurphyct', 'inspiring', 'gsu2019', 'words', '15', 'hour', 'post', 'pulse', 'gunsense', 'filibuster', 'youre', 'right', '2020', 'fulcrum', 'social', 'change', 'movement', 'getting', 'rid', '18', 'senategop', 'housegop', 'nra', 'arated', 'lapdogs', '2016', 'good', 'start', 'momsdemand', 'backpictwittercomsbaogjbtpx']"
05/08/19 5:50,0,0,3,"Following Mass Shooting, Security Service Cloudflare Ends Online Protections For 8chan http://bit.ly/2T6wuK1","['following', 'mass', 'shooting', 'security', 'service', 'cloudflare', 'ends', 'online', 'protections', '8chan']"
03/08/19 23:04,0,3,3,"He's had a YouTube video removed which was anti-latino. There's plenty of sociopathic markers on this account. At some point, he depersonalised Latino people & reduced them to animals. He already despised animals & I strongly suspect he's got a history of hurting them. #elpaso","['hes', 'youtube', 'video', 'removed', 'antilatino', 'theres', 'plenty', 'sociopathic', 'markers', 'account', 'point', 'depersonalised', 'latino', 'people', 'reduced', 'animals', 'already', 'despised', 'animals', 'strongly', 'suspect', 'hes', 'got', 'history', 'hurting', 'elpaso']"
